The quick brown fox;
T;99;
h;149;390;
e;151;89;
 ;142;1048;
q;114;590;
u;128;539;
i;223;47;
c;96;436;
k;154;275;
 ;130;474;
b;122;996;
r;84;453;
o;177;95;
w;105;390;
n;96;262;
 ;100;206;
f;75;791;
o;175;101;
x;71;356;
;
jumps over the lazy dog;
j;133;
u;102;1777;
m;160;734;
p;205;126;
s;124;159;
 ;125;263;
o;153;1018;
v;121;420;
e;144;145;
r;140;92;
 ;115;160;
t;94;820;
h;142;105;
e;103;373;
 ;121;182;
l;175;558;
a;130;95;
z;125;397;
y;104;530;
 ;141;517;
d;89;714;
o;170;167;
g;80;397;
;
