hello world;
h;92;
e;101;103;
l;84;417;
l;84;176;
o;100;232;
 ;140;136;
w;149;327;
o;61;232;
r;108;833;
l;100;280;
d;108;72;
;
hello;
h;92;
e;77;79;
l;91;1642;
l;116;791;
o;92;816;
;
world;
w;92;
o;132;136;
r;58;394;
l;76;262;
d;83;1337;
;
