The quick brown fox;
T;89;
h;-2042652184;374;
e;201;181;
 ;144;280;
q;129;2143;
u;-2042654933;145;
i;252;104;
c;146;388;
k;-2042655736;311;
 ;112;111;
b;114;2075;
r;84;301;
o;206;222;
w;108;283;
n;88;179;
 ;134;162;
f;119;316;
o;151;226;
x;76;257;
;
