The quick brown fox;
T;97;
h;103;278;
e;108;1670;
 ;174;119;
q;125;737;
u;170;356;
i;224;81;
c;85;687;
k;162;132;
 ;146;788;
b;114;642;
r;88;1035;
o;169;81;
w;140;292;
n;100;291;
 ;125;207;
f;80;432;
o;175;324;
x;70;207;
;
