tree is three;
t;121;
r;109;84;
e;24;141;
e;94;37;
 ;70;1014;
i;155;4323;
s;91;126;
 ;79;-4292;
t;101;4910;
h;139;143;
r;151;119;
e;94;-6123;
e;107;6240;
;
The quick brown fox;
T;20425;
h;85;26652;
e;76;4989;
 ;4448;3336;
q;29543;8726;
u;110;31219;
i;129;3764;
c;87;1361;
k;125;671;
 ;146;1620;
b;-2040999236;963;
r;119;83;
o;178;401;
w;52;309;
n;109;2014;
 ;130;20289;
f;68;841;
o;174;80;
x;68;419;
;
